,ID,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve
1319,206058,72,33,72,5,75,83,5,75,49,87,78,79,64,64,68,67,65,60,3,24,69,Mattia De Sciglio,33,51,64,78,72,79,75,72,74,76,5,76,3,75
1320,205966,25,62,53,15,83,74,15,52,58,68,23,90,44,73,57,57,68,78,11,23,86,Amin Younes,58,60,72,18,20,84,92,77,62,64,9,76,15,78
1322,205756,74,46,76,9,68,59,11,77,63,64,76,60,76,74,71,80,83,61,14,23,63,Stefano Denswil,43,60,41,77,73,56,53,73,68,44,6,76,9,65
1323,205632,40,69,33,12,79,79,11,70,64,68,44,77,73,76,69,78,76,73,8,22,79,Lucas Ocampos,61,67,74,44,55,77,58,76,45,75,15,76,7,77
1324,205569,55,53,67,15,78,68,12,68,64,76,65,74,57,73,80,64,74,82,12,22,71,James Ward-Prowse,51,70,61,62,65,69,79,81,79,88,10,76,15,86
1325,205566,62,65,83,10,81,89,10,85,54,85,71,86,61,68,64,63,80,58,14,24,77,Alberto Moreno,35,74,73,76,68,89,87,74,57,79,9,76,11,59
1326,205201,69,65,80,13,75,74,12,69,60,83,74,62,73,70,72,81,79,71,16,23,72,Okay Yokuşlu,70,75,68,70,76,72,62,75,72,67,10,75,7,72
1327,205083,51,69,59,15,80,67,15,52,73,70,53,77,49,68,76,68,73,79,12,28,77,Fayçal Fajr,69,80,69,54,31,68,72,77,63,81,14,76,6,82
1328,204935,14,19,23,73,21,41,74,59,41,44,20,33,15,68,33,50,31,66,76,23,14,Jordan Pickford,20,13,18,12,24,48,67,28,27,17,85,76,78,18
1330,204819,25,76,74,9,77,69,7,72,67,86,19,64,79,75,45,82,75,56,11,26,70,Emiliano Sala,69,66,79,14,43,59,55,67,76,54,7,76,7,49
1332,204555,45,68,63,14,81,67,5,74,63,69,58,74,64,75,77,76,76,73,11,28,81,Ricardo Álvarez,73,75,73,54,53,64,56,77,74,80,11,76,10,78
1333,204338,79,40,75,13,67,68,7,70,48,73,80,60,65,65,62,77,46,49,7,30,60,Christophe Kerbrat,32,40,33,76,77,64,62,68,54,43,16,76,11,40
1334,204307,81,49,75,10,76,69,12,75,49,77,78,78,52,77,71,59,59,59,13,25,76,Julian Korb,30,40,68,77,70,78,77,76,74,75,14,76,12,68
1336,204259,75,35,75,15,70,84,14,82,56,88,73,78,62,74,72,62,52,52,7,25,74,Santiago Arias,43,50,65,76,70,85,76,72,74,75,14,76,16,31
1337,204247,29,66,59,13,80,90,9,72,64,66,33,93,49,70,62,44,73,67,12,23,82,Kerim Frei,71,72,70,27,40,91,92,71,72,68,7,76,7,74
1339,204233,21,66,32,8,80,87,6,44,54,62,20,92,39,72,70,46,69,67,6,20,83,Charly Musonda,52,62,66,22,21,89,83,73,42,71,7,76,9,64
1340,204050,75,33,68,13,70,50,6,45,49,70,81,54,74,64,65,89,45,59,7,28,54,Santiago Vergini,27,38,51,71,78,33,49,69,65,63,6,75,8,39
1341,203910,15,72,78,11,77,73,14,74,68,73,32,91,59,72,61,51,73,72,14,25,82,Anthony Knockaert,61,70,73,28,32,80,83,73,73,74,8,76,8,76
1343,203362,39,69,49,7,77,82,12,83,64,80,31,83,62,72,60,59,71,69,7,22,81,Mohamed Elyounoussi,66,70,70,44,36,83,83,74,71,70,8,76,13,73
1344,203030,81,38,69,10,58,53,14,65,37,65,76,52,80,76,69,76,58,39,10,24,42,Robin Knoche,28,35,37,76,77,61,53,67,71,30,16,76,9,33
1346,202493,68,67,80,12,82,93,8,82,51,66,69,78,58,78,64,68,84,70,7,27,81,Aleix Vidal,48,59,66,73,73,89,77,78,71,75,8,76,12,69
1348,202410,18,18,27,71,25,65,81,72,18,44,20,58,19,72,39,52,44,33,72,27,16,Serantes,13,14,13,23,11,55,41,21,28,17,74,76,77,22
1349,202316,74,53,83,11,72,79,12,69,50,81,79,50,73,72,72,81,78,55,7,27,71,Timmy Chandler,53,60,68,78,63,75,53,75,68,77,8,76,12,63
1350,202201,76,48,73,13,64,76,13,60,42,72,81,67,72,70,72,77,72,71,7,25,60,Jeffrey Gouweleeuw,49,56,65,74,82,69,57,65,70,56,16,76,7,42
1351,201939,77,22,68,7,74,79,8,68,27,73,76,60,63,68,55,80,68,55,9,24,76,Cristiano Piccini,29,30,64,79,77,76,60,71,55,73,5,76,11,59
1352,201922,77,48,81,13,62,71,14,85,64,78,78,62,69,65,65,82,83,62,14,24,55,Martin Hinteregger,49,71,61,76,74,64,62,62,62,53,9,76,10,58
1353,201884,62,66,51,7,75,79,12,75,65,80,68,77,53,73,75,69,75,74,8,25,75,Robbie Brady,62,74,70,71,58,84,75,71,73,80,13,76,7,81
1354,201860,76,24,87,15,58,64,11,65,39,62,78,52,76,72,59,83,59,41,11,27,35,Ermin Bičakčić,42,45,33,76,74,61,63,63,60,38,15,76,12,32
1355,201549,15,80,52,11,72,73,13,73,73,75,15,66,71,67,42,80,74,65,6,29,67,Nemanja Nikolić,68,66,85,19,29,76,80,71,73,55,13,76,10,71
1358,201041,70,28,68,12,75,83,9,83,49,82,72,76,72,70,62,78,53,67,14,25,75,Lionel Carole,35,45,68,71,75,82,64,74,72,74,12,76,13,52
1359,200765,74,51,84,7,78,75,14,82,48,69,77,78,67,72,69,74,55,65,7,24,71,Muhamed Bešić,41,48,46,81,77,68,75,75,76,45,13,76,12,52
1361,200260,35,74,42,7,80,72,9,66,65,66,36,83,50,67,69,56,79,72,11,25,80,Steven Berghuis,68,83,74,30,37,79,70,72,65,70,7,76,15,84
1362,200206,23,75,46,9,76,77,13,61,66,73,24,81,48,71,73,38,77,76,8,25,80,Alan Patrick,64,78,73,32,39,79,72,72,66,71,6,76,10,73
1363,200155,25,72,34,15,78,48,13,53,66,78,29,60,72,79,71,69,71,82,6,24,73,Hans Vanaken,72,73,81,32,71,49,58,80,85,68,9,76,11,68
1365,199829,64,44,80,16,73,56,8,78,69,79,76,55,59,66,77,77,83,70,8,27,64,Timor,40,75,56,67,78,54,52,80,68,55,6,76,13,77
1366,199739,41,71,80,16,78,71,15,52,75,75,53,76,57,73,74,61,82,76,10,26,79,Josué,67,77,73,59,54,68,80,75,71,73,15,76,10,78
1367,199487,74,29,87,6,64,53,8,61,44,72,77,51,73,72,71,84,53,50,12,27,54,Gálvez,41,36,47,76,74,50,55,74,69,39,11,76,9,47
1369,199417,14,10,26,73,23,37,78,70,18,22,14,39,11,72,17,51,21,42,70,27,14,Harun Tekin,11,12,11,12,16,40,38,23,36,14,69,76,80,12
1370,199416,45,73,63,7,80,75,14,64,65,69,58,82,47,64,75,65,82,75,8,27,81,Ibai Gómez,75,78,70,55,45,77,77,73,67,77,13,76,11,85
1371,199393,75,41,85,15,60,65,15,74,45,70,78,62,68,69,68,87,75,52,16,29,57,Nicolas Pallois,45,57,22,75,75,59,32,68,67,61,10,76,6,36
1372,199383,78,33,74,15,61,52,15,52,41,63,76,40,83,74,72,84,64,50,10,28,41,Timm Klose,33,40,45,73,78,48,34,71,71,42,11,76,10,40
1373,198715,26,80,69,11,76,75,9,80,81,74,33,82,71,73,34,67,75,61,8,28,73,Sergio León,77,73,78,21,35,80,75,67,74,41,9,76,12,69
1374,198648,73,70,71,15,82,66,14,54,84,66,72,76,57,78,82,70,73,80,13,29,73,Bibras Natcho,65,74,68,64,72,57,79,80,84,76,12,76,16,75
1377,198504,27,76,72,8,77,78,7,74,74,69,37,73,66,77,63,72,77,57,9,24,78,Josip Drmić,74,72,78,40,35,76,74,73,74,70,13,76,13,76
1378,198368,61,52,79,7,80,60,8,68,59,65,76,69,67,75,76,78,73,74,12,29,73,Tomás Pina,59,64,70,68,77,62,60,78,59,52,11,75,15,64
1379,198264,15,74,35,11,77,82,6,76,54,72,16,83,69,77,70,59,74,71,12,27,78,Billy Ketkeophomphone,68,69,78,18,42,82,73,74,59,76,6,76,8,71
1381,198129,73,48,72,15,75,68,10,73,40,80,79,73,44,74,60,75,70,69,7,28,71,Celso Ortíz,55,64,69,71,82,70,76,77,77,53,12,76,12,63
1382,197813,63,70,76,15,77,75,8,61,76,79,75,66,57,78,75,73,74,73,8,26,73,Jonas Martin,63,71,68,68,65,71,63,80,80,74,14,76,11,72
1383,197756,23,73,75,16,78,77,6,72,74,74,22,81,76,76,60,74,76,70,8,25,80,Jordan Ayew,74,74,72,25,35,77,72,74,70,70,7,76,8,77
1384,197439,9,11,35,73,22,34,77,70,22,44,12,43,8,77,19,77,23,36,68,27,14,Felix Wiedwald,15,12,10,14,15,34,45,22,63,9,67,76,82,7
1385,197231,20,80,58,8,76,78,12,76,70,69,26,72,74,70,46,77,82,48,6,24,72,Khouma Babacar,76,63,77,24,20,71,60,64,70,50,10,76,14,64
1386,197081,60,65,77,12,77,80,9,63,72,72,62,85,51,72,73,60,75,73,10,25,80,Adrien Regattin,71,73,73,57,63,79,90,74,74,75,9,76,14,76
1387,196978,20,79,73,10,75,90,10,66,75,77,39,81,62,70,60,81,69,71,15,25,73,Callum Wilson,65,64,77,25,40,93,79,70,78,52,8,76,6,62
1388,196889,19,60,44,15,82,79,12,54,60,69,30,93,42,70,67,49,64,76,10,24,80,Simone Verdi,62,70,70,27,31,89,92,75,72,73,7,76,9,76
1392,195668,15,11,23,75,25,52,78,64,15,30,11,47,12,67,26,72,36,38,75,26,15,Joel Robles,13,11,16,14,22,49,41,15,37,12,75,76,77,11
1396,194947,76,27,79,14,53,34,13,78,44,64,78,34,80,70,61,90,74,45,15,28,44,Jagoš Vuković,17,70,32,71,76,32,31,63,60,56,7,76,14,38
1397,194222,76,49,89,9,57,66,14,74,32,84,77,51,71,67,56,80,35,46,12,27,35,Laguardia,29,30,44,74,76,58,57,68,71,42,13,76,10,38
1398,194203,76,22,80,12,68,73,8,74,41,74,80,66,68,70,66,78,70,46,12,29,62,Nenad Tomović,25,41,56,80,76,69,66,64,67,70,15,76,5,31
1399,194201,79,29,72,6,65,69,9,55,39,65,79,55,70,74,59,90,68,52,5,26,59,Pontus Jansson,41,50,28,75,76,55,34,59,69,29,14,76,7,49
1400,194138,20,77,61,9,69,91,11,70,74,79,13,72,65,74,51,79,80,67,16,25,70,Andre Gray,68,65,79,17,24,91,76,66,69,59,11,76,14,48
1401,194022,75,41,81,12,72,68,14,77,43,77,77,67,71,75,73,77,68,67,6,26,70,André Almeida,45,63,65,76,76,67,67,75,71,77,7,76,8,66
1403,193786,12,10,21,70,12,46,79,76,21,29,11,54,11,74,31,54,23,34,77,25,13,Francesco Bardi,17,18,11,10,10,51,33,31,22,18,62,76,77,14
1405,193554,24,78,67,13,75,79,12,80,73,70,23,73,77,74,52,79,72,56,10,27,72,Diafra Sakho,70,64,80,22,37,78,62,62,69,58,9,76,16,53
1406,193475,73,43,79,16,72,79,8,89,49,75,74,78,74,73,70,73,65,64,8,26,74,Pape Souaré,43,54,73,79,67,83,74,72,65,77,14,76,10,75
1407,193420,75,31,78,15,76,69,15,87,49,88,76,79,54,75,73,65,68,70,11,28,75,Manuel Schmiedebach,48,57,64,70,76,75,86,76,71,67,9,76,12,58
1409,193098,32,66,58,15,74,85,16,68,55,76,45,74,68,73,67,68,77,73,6,25,75,Christian Clemens,61,75,74,37,39,85,71,75,69,71,12,76,6,79
1410,192766,74,42,78,15,73,68,14,83,50,74,78,62,70,70,56,68,46,61,12,25,63,Marc Muniesa,32,37,61,77,78,54,66,72,74,67,16,76,10,66
1411,192725,75,32,79,7,68,78,13,77,42,80,76,68,69,73,78,78,56,67,13,27,62,Maxime Le Marchand,38,33,27,75,77,76,64,77,67,54,15,76,15,42
1412,192658,77,42,76,8,76,75,11,74,44,72,74,68,60,76,74,66,72,64,10,26,73,Sebastian Jung,44,54,53,74,75,75,75,77,74,81,8,76,12,70
1413,192537,29,73,71,11,75,84,9,73,69,91,27,84,47,71,71,47,71,72,15,24,81,Maxime Lestienne,69,70,72,34,35,85,85,75,75,70,12,76,7,72
1414,192362,19,70,28,8,76,93,10,34,58,74,28,82,40,74,42,65,65,72,8,26,76,Luciano Narsingh,62,54,73,22,20,93,77,71,71,76,14,76,6,69
1415,192350,22,62,59,9,74,91,16,76,67,75,40,91,47,65,64,33,74,70,15,27,80,Javier Aquino,51,64,75,36,34,92,92,74,75,73,7,76,7,72
1416,192087,74,50,74,8,72,79,16,72,59,83,73,79,66,70,68,63,49,63,16,25,68,Georgiy Schennikov,43,51,55,76,74,84,72,71,65,72,14,76,15,67
1419,190854,79,29,66,9,76,74,12,64,52,78,78,74,42,76,64,66,56,49,12,30,73,Peter Pekarík,35,37,54,81,69,76,77,75,73,74,15,76,10,67
1420,190782,72,65,88,11,74,76,12,62,62,71,75,56,67,72,71,84,80,66,16,28,67,Sandro,57,73,62,76,78,68,59,73,83,68,10,76,12,55
1421,190765,58,65,66,16,76,67,8,72,57,86,64,68,53,73,76,74,74,76,15,25,72,Pascal Groß,61,68,68,63,71,68,73,79,71,78,15,76,11,81
1423,190674,72,61,75,7,76,69,8,78,66,75,76,73,58,76,79,70,69,76,14,26,73,Benjamin André,56,65,70,71,71,69,73,80,76,72,15,76,10,68
1424,190670,78,30,78,7,60,53,9,76,42,64,80,58,75,73,49,79,63,53,9,30,38,Dominic Maroh,42,27,32,82,72,54,56,63,60,47,6,76,11,36
1426,190576,82,36,81,6,61,54,9,72,57,78,74,70,71,78,58,80,25,59,13,32,22,Matías Caruzzo,21,25,33,70,78,53,57,61,69,46,9,76,6,55
1427,190549,64,76,78,10,78,68,16,84,63,88,67,68,72,77,65,78,85,76,15,24,72,Markus Henriksen,68,77,74,62,64,62,60,78,78,65,13,76,14,47
1428,190520,83,35,77,6,69,64,11,84,51,77,83,68,66,81,70,71,48,57,6,26,63,Tony Jantschke,37,44,52,81,83,65,75,72,83,59,7,76,13,43
1429,190502,72,60,76,8,76,72,11,69,71,74,74,67,67,74,78,72,84,71,14,27,70,Grégory Sertic,65,77,71,71,73,69,65,78,70,72,6,76,6,72
1432,189615,76,53,68,9,75,78,14,85,59,83,75,78,58,68,68,57,71,68,7,27,76,Aaron Cresswell,45,62,60,78,71,78,90,72,72,80,9,76,12,75
1433,189484,74,46,71,14,74,79,15,74,57,78,77,68,65,74,70,76,74,64,10,26,74,Davide Santon,57,68,63,76,73,76,58,74,74,76,15,76,8,74
1434,189410,67,33,78,6,75,67,7,73,51,90,71,74,61,75,76,68,73,78,16,27,71,Danny Latza,47,76,70,67,72,69,76,78,78,71,14,76,16,54
1435,189324,13,17,35,74,17,56,78,68,41,35,13,35,16,69,35,63,20,50,73,27,17,Alex McCarthy,12,14,16,12,22,58,43,33,63,11,61,76,81,15
1436,189225,29,80,65,15,77,77,16,72,74,73,40,79,66,76,49,76,72,72,16,29,73,Bruno Fornaroli,71,63,80,37,36,79,80,61,80,56,15,76,8,73
1437,189207,30,69,80,12,77,84,8,53,65,73,44,83,22,71,74,52,82,71,14,28,81,Jimmy Durmaz,70,75,65,30,22,84,77,75,75,75,9,76,15,80
1439,189099,17,76,59,9,72,83,8,83,71,76,20,84,74,68,43,78,74,55,14,27,77,Jonathan Kodjia,62,66,81,19,22,84,68,64,65,49,16,76,13,56
1441,230693,63,52,80,6,71,92,8,85,33,87,75,88,61,69,63,75,59,60,8,27,73,Michel Macedo,39,45,67,78,76,85,76,78,65,68,14,76,6,56
1442,188768,77,43,89,15,72,68,14,80,50,86,79,78,64,72,68,75,62,60,11,32,68,Serey Dié,43,46,58,76,76,73,80,72,75,56,13,76,11,59
1443,188536,20,79,33,7,76,71,6,41,69,72,25,77,57,74,67,65,76,75,16,26,77,Sofiane Hanni,70,75,75,22,20,76,75,75,76,72,8,76,6,71
1444,188506,22,76,45,5,78,78,6,76,73,76,28,78,73,76,54,76,70,74,6,31,76,Riccardo Meggiorini,70,60,80,24,23,78,74,72,78,62,6,76,5,70
1447,187939,26,76,39,15,78,77,7,58,85,74,27,82,63,74,68,62,78,70,10,30,80,Aatif Chahechouhe,77,74,74,24,40,81,73,75,70,70,8,76,10,69
1448,187858,39,73,60,10,77,80,8,78,79,76,50,78,54,72,70,78,84,75,11,24,80,Paul-José Mpoku,70,77,71,41,52,78,72,73,76,72,7,76,13,76
1449,187659,77,48,85,11,73,65,15,75,52,75,75,62,78,69,73,84,64,65,9,30,71,Dmitriy Tarasov,38,66,59,73,76,63,43,76,74,59,12,76,10,42
1450,186452,47,77,64,16,78,64,10,80,72,83,60,67,82,79,77,74,80,75,11,28,73,Siem de Jong,81,80,78,55,60,66,60,76,79,63,14,76,10,66
1451,186405,22,74,76,10,78,78,7,61,75,72,30,67,75,75,57,77,79,67,10,27,76,Franco Di Santo,80,72,76,23,38,66,59,71,73,60,10,76,9,70
1452,186395,56,73,69,14,75,76,15,72,65,81,57,74,38,73,66,59,76,74,8,27,76,Matt Ritchie,75,77,74,53,46,78,84,71,68,76,11,76,13,72
1453,186200,13,76,70,12,75,77,11,71,81,75,26,78,75,77,62,66,76,69,6,26,77,Fabio Borini,75,66,78,24,30,79,64,75,74,70,8,76,6,65
1455,185204,78,52,75,9,62,52,10,34,59,75,78,32,78,65,66,86,84,57,7,31,60,Diego Ângelo,28,72,57,74,78,54,33,68,59,70,16,76,15,63
1456,185174,56,61,71,5,79,77,5,68,68,77,60,75,56,72,74,69,70,78,5,27,77,Andrea Poli,69,71,69,60,69,77,74,80,69,68,5,76,5,72
1457,185010,80,35,92,16,63,50,15,80,31,74,73,63,70,73,64,80,64,65,13,29,49,Michał Pazdan,41,55,45,72,74,70,69,66,69,53,6,76,12,48
1459,184982,22,78,76,8,75,68,10,77,75,72,24,61,83,74,54,78,74,76,8,28,72,Marcelo Larrondo,66,57,78,18,20,54,39,77,69,50,13,76,10,67
1460,184501,77,65,69,10,74,78,12,78,59,79,79,64,77,59,72,80,73,48,8,26,54,Michael Lang,60,67,63,77,74,75,58,75,61,78,9,76,11,45
1461,184312,20,66,55,6,78,96,11,64,63,76,30,86,53,74,54,66,70,66,5,28,80,Jonathan Biabiany,68,57,72,30,24,94,80,74,70,74,9,76,5,67
1462,184255,30,77,63,14,69,69,6,70,71,75,46,58,85,74,60,82,79,63,16,27,66,Kolbeinn Sigþórsson,71,68,77,32,40,66,55,63,74,48,10,76,12,53
1463,184082,71,34,81,10,62,66,6,63,31,71,78,51,78,71,50,90,55,45,12,28,46,Lamine Koné,29,29,54,69,75,55,48,60,64,60,15,76,13,39
1464,183937,73,60,75,6,76,81,11,83,43,75,75,74,69,78,71,74,74,71,15,29,75,Gregory van der Wiel,57,68,74,75,69,81,69,75,72,78,7,76,7,55
1465,183895,22,66,68,14,78,78,6,55,74,69,28,86,56,74,68,34,69,74,5,30,77,Maxi Moralez,70,70,72,34,20,86,94,76,76,74,14,76,9,76
1466,183892,73,52,81,12,70,79,12,76,49,81,75,55,75,71,64,82,63,60,16,30,53,Gabriel Mercado,25,55,61,74,78,77,52,67,73,68,10,76,6,56
1467,183883,33,75,49,6,76,77,9,52,64,85,40,80,39,75,65,60,69,77,16,32,78,Siphiwe Tshabalala,71,76,72,32,37,78,90,73,73,74,13,76,6,72
1468,183870,28,66,60,9,82,79,9,62,70,78,32,84,60,70,64,60,70,68,16,29,80,Anthony Mounier,74,66,78,28,38,86,78,76,76,74,8,76,16,78
1470,183714,11,80,74,16,73,74,8,65,55,67,40,54,78,76,40,84,79,58,9,29,61,Simon Terodde,74,69,79,19,23,64,56,69,74,50,15,76,8,38
1471,183580,30,79,60,13,71,63,11,66,77,68,29,65,82,80,49,75,78,58,7,28,64,Nils Petersen,79,63,81,21,32,59,56,63,82,56,15,76,7,54
1473,183346,67,68,61,11,75,69,12,67,62,86,70,73,71,70,74,72,80,80,15,28,70,Fabian Frei,76,74,76,69,73,65,69,78,75,74,8,76,14,71
1475,183130,41,69,73,15,76,78,15,60,60,85,47,79,42,70,68,61,71,74,9,27,77,Marc Albrighton,72,67,72,45,56,80,77,72,66,83,8,77,14,82
1476,183129,75,43,82,14,63,67,14,73,55,70,77,59,79,72,63,76,71,51,7,27,53,Ciaran Clark,62,54,50,80,75,62,51,64,76,39,12,76,12,52
1478,182179,79,20,77,11,43,68,6,84,46,68,78,53,74,68,42,92,51,34,5,30,28,Sebastian De Maio,20,37,19,77,75,65,45,54,55,11,5,76,7,23
1479,182152,51,74,55,15,78,73,11,77,74,74,60,77,66,73,71,64,80,72,14,28,80,Koo Ja Cheol,75,78,74,47,57,75,79,75,72,72,10,76,9,76
1481,181318,54,60,83,5,80,54,5,66,68,78,70,66,60,76,77,75,72,75,5,27,76,Albin Ekdal,66,69,72,64,70,55,57,77,75,69,5,76,5,74
1483,180359,70,49,82,8,77,68,8,51,51,73,78,72,65,74,68,57,59,64,8,31,77,Luisinho,45,53,66,79,75,73,77,77,60,76,13,76,12,67
1484,180287,20,75,70,15,72,77,6,79,72,65,21,77,80,73,54,85,78,73,14,35,68,Dejan Damjanović,74,75,76,23,35,78,63,68,62,61,10,76,14,63
1485,179972,12,77,46,7,71,53,6,69,67,56,31,58,85,71,63,89,79,75,14,28,68,Eren Derdiyok,78,75,80,18,26,49,50,71,70,60,9,76,12,60
1486,179954,13,14,40,65,21,52,80,73,18,35,19,45,13,74,28,68,23,25,75,28,13,Thomas Kraft,13,16,13,20,20,49,39,35,48,14,54,76,84,11
1487,179789,75,25,82,16,68,68,6,73,43,63,77,60,75,64,51,75,28,40,8,28,42,Damien Da Silva,36,41,39,76,78,54,61,69,65,49,12,76,11,28
1489,179591,42,67,54,9,82,75,13,67,72,65,47,80,53,68,69,51,76,78,16,31,81,Pablo Hernández,65,77,72,36,49,74,80,72,80,75,9,76,7,81
1493,178567,77,32,85,12,73,69,16,68,65,78,80,65,73,71,64,76,51,62,15,28,64,Erik Pieters,34,36,61,81,76,67,57,75,67,64,8,76,10,67
1494,178250,61,57,89,13,76,60,8,80,61,79,80,64,72,75,72,86,82,65,8,31,63,Papa Kouli Diop,67,71,59,74,79,57,67,74,73,58,9,76,16,70
1496,178085,51,66,73,12,78,55,11,57,73,53,68,69,59,74,82,68,78,78,14,29,72,Granero,53,73,61,53,69,60,67,83,70,78,7,76,14,80
1497,178051,70,47,79,12,72,65,7,66,48,87,76,58,68,69,76,80,66,67,11,28,65,Lucas Deaux,32,54,61,74,73,62,62,76,63,59,9,76,9,52
1498,177934,23,72,70,14,77,86,11,69,64,63,33,84,61,73,59,50,80,74,13,29,79,Sidney Sam,78,75,74,27,35,86,79,72,68,72,16,76,8,75
1499,177666,39,72,72,6,70,82,15,90,72,86,32,69,77,76,69,75,76,72,10,29,74,Martin Harnik,75,67,78,42,39,79,64,74,75,68,12,76,14,73
1500,177525,43,65,70,15,79,82,6,74,52,71,33,78,47,69,67,76,70,69,8,31,82,Nabil Dirar,62,68,70,32,44,81,65,77,76,77,8,76,13,72
1501,177481,75,44,75,14,69,85,12,67,66,90,76,67,66,68,65,68,50,59,13,30,64,Ludovic Baal,56,58,34,72,73,78,73,73,64,71,10,76,16,53
1503,177019,76,32,76,13,70,61,13,86,55,68,82,65,72,77,68,71,47,62,9,28,62,Fabian Lustenberger,34,35,32,78,83,66,66,74,72,45,12,76,7,38
1504,176790,30,72,62,12,74,86,9,76,61,68,37,77,74,76,67,64,71,75,8,29,76,Stefan Aigner,68,62,77,36,54,79,72,74,69,74,16,76,13,59
1505,176687,79,29,74,16,74,73,11,66,42,78,76,73,71,76,71,67,70,59,13,30,74,Andreas Beck,32,62,47,75,74,75,71,75,77,74,12,76,16,77
1506,176553,60,66,63,12,77,68,5,64,64,78,72,64,60,75,73,62,68,74,13,30,74,Simone Missiroli,66,61,75,63,75,67,41,78,67,68,14,76,14,68
1507,176348,24,71,55,12,73,75,7,77,72,74,23,75,55,72,74,78,80,77,6,34,72,Yeom Ki Hun,63,72,77,22,63,71,62,78,73,84,7,76,11,84
1508,176237,26,76,84,12,71,69,16,73,75,74,34,75,76,68,59,86,81,72,9,27,72,Jozy Altidore,69,70,75,27,32,69,46,70,70,39,14,76,12,66
1509,176137,33,80,64,9,73,62,11,70,75,85,39,74,72,78,68,60,79,73,8,28,68,Jelle Vossen,83,76,82,40,48,62,73,74,75,67,13,76,13,72
1510,176062,59,66,70,7,75,66,12,76,67,77,65,67,69,77,73,69,70,82,15,31,73,Sacha Kljestan,64,71,77,59,59,66,63,78,77,76,11,76,6,70
1511,176009,63,57,68,14,78,66,10,62,76,69,72,76,52,72,77,56,69,77,14,29,73,Sven Kums,67,71,66,68,73,64,78,80,76,74,15,76,7,74
1516,173546,77,29,73,9,58,56,11,74,43,75,79,51,78,73,60,76,40,50,8,28,50,James Tomkins,28,29,45,80,74,55,53,61,69,45,6,76,14,33
1518,173146,58,58,62,12,79,66,11,54,72,68,66,74,48,70,82,64,74,80,9,30,71,Luca Cigarini,70,74,62,60,70,68,78,82,73,76,7,76,11,76
1519,172939,20,11,38,75,22,45,77,61,31,25,20,58,20,66,23,78,24,41,73,32,20,Keiren Westwood,14,20,15,19,22,50,48,28,47,20,70,76,79,11
1520,172553,12,12,17,74,19,34,73,51,12,25,13,32,17,72,34,67,22,49,79,28,15,Jonas Lössl,11,15,10,15,20,29,30,30,30,14,73,76,77,14
1522,171378,73,59,75,12,71,85,7,82,57,90,73,72,68,69,70,67,70,63,10,31,68,Paul Aguilar,64,74,60,75,72,87,67,70,75,76,14,76,8,67
1523,171189,77,43,79,9,58,50,6,76,36,74,81,56,75,68,71,80,38,39,14,30,45,Aythami Artiles,47,37,42,72,73,33,56,73,57,45,6,76,11,44
1524,170923,71,61,76,6,73,81,7,50,55,82,75,78,60,73,70,67,56,69,10,33,62,Andrey Eschenko,39,50,56,77,74,78,86,69,66,77,14,76,7,50
1525,170320,71,40,71,14,73,76,15,78,52,78,77,69,79,75,66,79,74,49,11,28,71,Lorenzo De Silvestri,60,75,66,77,75,74,58,70,70,78,10,76,14,64
1528,169115,79,23,77,12,58,65,14,79,31,69,79,62,71,72,63,74,63,26,7,31,54,Andrea Masiello,52,41,31,77,79,67,56,66,66,66,12,76,12,47
1529,168732,29,77,39,8,77,74,11,60,66,73,25,78,46,77,80,48,77,76,10,31,72,Danijel Milićević,76,79,77,30,38,76,80,78,73,81,15,76,7,79
1530,168565,28,76,54,8,75,80,6,90,74,77,38,79,74,71,60,70,76,69,8,31,75,Hugo Rodallega,71,72,75,33,44,77,75,69,72,69,8,75,9,74
1534,165735,11,17,40,76,22,55,75,70,35,40,13,25,11,75,18,72,24,30,74,35,18,Brad Jones,11,11,17,13,23,52,30,28,52,19,72,76,75,13
1537,164878,16,75,38,16,79,66,10,68,75,63,25,80,43,73,69,49,73,77,8,30,81,Lior Refaelov,76,77,78,26,29,75,77,74,76,71,9,76,9,73
1539,163873,13,20,28,78,32,44,75,75,37,20,20,60,12,70,32,72,38,42,74,34,11,Eduardo,11,18,11,20,24,46,58,22,53,13,71,76,76,11
1540,163804,46,74,58,15,79,54,12,60,72,75,58,75,65,75,75,70,75,82,16,34,74,Julien Féret,70,75,77,55,59,53,63,76,72,73,10,76,8,73
1542,163301,14,14,41,75,25,60,77,83,24,30,15,69,12,73,49,68,24,69,73,30,24,Jonathan Orozco,14,12,13,20,12,59,63,48,66,12,83,76,72,14
1543,163083,75,20,76,6,63,46,14,68,48,62,81,36,75,64,65,83,62,47,8,31,57,Rolando,37,48,45,74,77,48,37,68,63,44,16,76,15,46
1544,162981,55,72,69,16,77,68,11,51,69,77,60,77,54,75,73,59,80,74,6,30,78,James Morrison,83,78,73,64,59,69,77,78,74,83,11,76,10,64
