,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve,ID
1148,74.0,50.0,76.0,6.0,74.0,76.0,12.0,75.0,70.0,79.0,79.0,65.0,68.0,76.0,74.0,77.0,75.0,60.0,14.0,29,73.0,B. Oczipka,47.0,64.0,66.0,78.0,74.0,66.0,62.0,77.0,74.0,81.0,7.0,77,10.0,61.0,189390
1149,75.0,53.0,66.0,14.0,83.0,73.0,8.0,74.0,50.0,83.0,72.0,68.0,62.0,72.0,77.0,67.0,63.0,73.0,7.0,21,82.0,R. Bentancur,45.0,62.0,60.0,64.0,66.0,67.0,68.0,83.0,80.0,58.0,14.0,77,12.0,46.0,227535
1150,72.0,50.0,75.0,7.0,72.0,90.0,12.0,62.0,41.0,75.0,76.0,76.0,72.0,66.0,52.0,79.0,75.0,47.0,10.0,20,78.0,T. Hernández,62.0,56.0,58.0,79.0,69.0,90.0,61.0,76.0,65.0,75.0,7.0,77,7.0,63.0,232656
1151,78.0,52.0,76.0,13.0,77.0,70.0,11.0,77.0,49.0,79.0,77.0,69.0,73.0,78.0,74.0,73.0,72.0,75.0,6.0,29,75.0,M. Lowton,70.0,68.0,70.0,76.0,76.0,74.0,71.0,75.0,76.0,81.0,6.0,77,7.0,77.0,199633
1152,76.0,30.0,77.0,14.0,60.0,68.0,10.0,73.0,44.0,69.0,78.0,46.0,74.0,68.0,59.0,83.0,50.0,40.0,7.0,21,43.0,I. Diop,48.0,31.0,38.0,80.0,78.0,64.0,48.0,64.0,72.0,37.0,6.0,77,9.0,32.0,231633
1153,74.0,61.0,75.0,7.0,76.0,73.0,8.0,85.0,66.0,81.0,78.0,73.0,74.0,76.0,79.0,77.0,69.0,76.0,14.0,27,75.0,B. André,56.0,65.0,70.0,71.0,73.0,68.0,72.0,80.0,76.0,72.0,15.0,77,10.0,68.0,190674
1154,73.0,32.0,74.0,7.0,74.0,76.0,8.0,70.0,35.0,81.0,80.0,63.0,64.0,77.0,59.0,78.0,68.0,55.0,9.0,25,73.0,C. Piccini,29.0,35.0,64.0,78.0,78.0,74.0,65.0,71.0,79.0,73.0,5.0,77,11.0,62.0,201939
1156,73.0,39.0,82.0,11.0,80.0,70.0,11.0,58.0,52.0,84.0,76.0,78.0,59.0,76.0,76.0,70.0,66.0,78.0,14.0,20,76.0,A. Diawara,46.0,56.0,54.0,72.0,77.0,68.0,69.0,82.0,75.0,64.0,5.0,77,11.0,62.0,230613
1159,34.0,76.0,59.0,13.0,75.0,89.0,13.0,55.0,66.0,71.0,33.0,79.0,49.0,72.0,55.0,58.0,73.0,69.0,12.0,22,79.0,F. Kamano,67.0,74.0,76.0,29.0,24.0,90.0,78.0,70.0,71.0,72.0,11.0,77,10.0,70.0,224218
1160,63.0,75.0,80.0,16.0,78.0,72.0,8.0,63.0,66.0,72.0,35.0,80.0,53.0,75.0,72.0,34.0,80.0,73.0,6.0,25,79.0,F. Cartabia,59.0,75.0,73.0,27.0,34.0,79.0,82.0,76.0,67.0,75.0,6.0,77,14.0,77.0,216796
1161,34.0,78.0,43.0,13.0,77.0,74.0,8.0,70.0,69.0,71.0,33.0,74.0,72.0,68.0,47.0,79.0,82.0,59.0,14.0,21,76.0,E. Ünal,74.0,79.0,77.0,24.0,29.0,75.0,68.0,73.0,75.0,56.0,8.0,77,13.0,68.0,223197
1166,61.0,62.0,73.0,7.0,78.0,54.0,8.0,69.0,59.0,69.0,77.0,64.0,68.0,77.0,78.0,72.0,73.0,74.0,12.0,30,76.0,Tomás Pina,59.0,68.0,71.0,69.0,76.0,60.0,51.0,79.0,65.0,55.0,11.0,77,15.0,65.0,198368
1167,77.0,41.0,86.0,15.0,60.0,63.0,15.0,76.0,45.0,67.0,79.0,54.0,68.0,69.0,68.0,90.0,75.0,52.0,16.0,30,57.0,N. Pallois,45.0,57.0,22.0,75.0,77.0,49.0,34.0,68.0,73.0,61.0,10.0,77,6.0,36.0,199393
1168,77.0,33.0,79.0,6.0,80.0,64.0,7.0,73.0,73.0,90.0,71.0,74.0,61.0,75.0,77.0,68.0,75.0,77.0,16.0,28,71.0,D. Latza,47.0,77.0,70.0,67.0,72.0,68.0,75.0,80.0,79.0,71.0,14.0,77,16.0,54.0,189410
1169,68.0,66.0,73.0,13.0,78.0,69.0,11.0,69.0,75.0,63.0,65.0,79.0,58.0,78.0,76.0,70.0,83.0,82.0,9.0,34,76.0,F. Belluschi,75.0,80.0,74.0,59.0,69.0,69.0,74.0,75.0,78.0,77.0,12.0,77,7.0,82.0,143587
1172,68.0,63.0,82.0,14.0,77.0,77.0,11.0,59.0,73.0,82.0,72.0,76.0,40.0,74.0,78.0,61.0,65.0,74.0,5.0,21,80.0,N. Barella,53.0,65.0,65.0,68.0,75.0,79.0,80.0,79.0,74.0,72.0,13.0,77,11.0,73.0,224232
1173,68.0,56.0,77.0,13.0,79.0,85.0,13.0,80.0,55.0,86.0,74.0,75.0,53.0,72.0,74.0,72.0,80.0,74.0,6.0,21,80.0,Angeliño,62.0,66.0,74.0,72.0,73.0,87.0,82.0,76.0,67.0,83.0,13.0,77,13.0,83.0,220651
1174,83.0,29.0,82.0,6.0,64.0,59.0,13.0,54.0,47.0,80.0,77.0,56.0,74.0,66.0,69.0,88.0,65.0,32.0,16.0,30,48.0,Vieirundinho,28.0,41.0,26.0,72.0,76.0,63.0,42.0,66.0,68.0,42.0,11.0,77,9.0,36.0,230379
1175,43.0,77.0,54.0,16.0,80.0,71.0,12.0,66.0,75.0,54.0,37.0,79.0,69.0,79.0,74.0,34.0,64.0,76.0,7.0,32,82.0,F. Orellana,61.0,80.0,75.0,25.0,31.0,77.0,66.0,76.0,69.0,75.0,15.0,77,15.0,80.0,192492
1176,68.0,58.0,49.0,14.0,81.0,55.0,13.0,48.0,50.0,69.0,69.0,68.0,61.0,78.0,77.0,68.0,65.0,78.0,12.0,22,76.0,F. Grillitsch,53.0,55.0,70.0,50.0,73.0,55.0,64.0,81.0,80.0,68.0,7.0,77,7.0,47.0,228336
1177,75.0,48.0,72.0,15.0,75.0,68.0,10.0,71.0,40.0,90.0,80.0,73.0,44.0,74.0,60.0,77.0,70.0,69.0,7.0,29,71.0,C. Ortíz,55.0,64.0,69.0,70.0,82.0,68.0,73.0,77.0,77.0,53.0,12.0,77,12.0,63.0,198129
1178,81.0,37.0,78.0,6.0,63.0,64.0,7.0,70.0,52.0,75.0,78.0,53.0,80.0,75.0,63.0,74.0,57.0,40.0,7.0,23,52.0,Bruno Viana,39.0,37.0,34.0,74.0,77.0,63.0,58.0,72.0,68.0,44.0,14.0,77,6.0,44.0,234226
1179,79.0,32.0,84.0,14.0,63.0,52.0,12.0,80.0,46.0,58.0,76.0,58.0,76.0,73.0,75.0,88.0,45.0,55.0,9.0,32,40.0,J. Maidana,42.0,32.0,50.0,71.0,73.0,48.0,41.0,68.0,73.0,56.0,14.0,77,14.0,45.0,172018
1181,76.0,57.0,90.0,10.0,77.0,69.0,6.0,82.0,47.0,79.0,77.0,66.0,72.0,75.0,69.0,76.0,60.0,69.0,11.0,24,70.0,D. Kohr,45.0,63.0,46.0,69.0,81.0,66.0,71.0,76.0,69.0,42.0,9.0,77,7.0,51.0,212212
1182,52.0,69.0,65.0,12.0,77.0,57.0,7.0,65.0,68.0,65.0,47.0,71.0,62.0,79.0,75.0,62.0,75.0,81.0,16.0,33,73.0,F. Higuaín,71.0,79.0,76.0,40.0,43.0,69.0,75.0,78.0,77.0,75.0,11.0,77,15.0,77.0,167669
1183,25.0,68.0,58.0,12.0,80.0,68.0,14.0,58.0,66.0,77.0,66.0,63.0,60.0,72.0,78.0,78.0,81.0,76.0,15.0,23,78.0,A. Barák,64.0,78.0,74.0,62.0,64.0,66.0,63.0,80.0,76.0,72.0,10.0,77,11.0,62.0,236791
1184,46.0,75.0,86.0,15.0,74.0,73.0,8.0,78.0,74.0,86.0,52.0,76.0,76.0,83.0,53.0,74.0,77.0,67.0,6.0,25,70.0,F. Andone,74.0,72.0,84.0,38.0,51.0,76.0,69.0,67.0,85.0,62.0,11.0,77,6.0,58.0,225018
1186,84.0,40.0,79.0,15.0,60.0,68.0,9.0,73.0,35.0,66.0,80.0,58.0,72.0,73.0,60.0,77.0,68.0,45.0,10.0,30,59.0,G. González,38.0,41.0,37.0,76.0,77.0,68.0,61.0,60.0,68.0,33.0,10.0,77,12.0,45.0,208379
1188,74.0,60.0,79.0,11.0,79.0,69.0,15.0,69.0,62.0,86.0,75.0,68.0,71.0,79.0,68.0,70.0,76.0,70.0,10.0,28,77.0,D. Janmaat,67.0,66.0,68.0,74.0,75.0,68.0,63.0,75.0,66.0,79.0,7.0,77,7.0,64.0,188155
1190,50.0,77.0,59.0,9.0,80.0,73.0,11.0,69.0,58.0,62.0,24.0,83.0,74.0,74.0,59.0,70.0,72.0,73.0,15.0,22,82.0,P. Schick,67.0,73.0,78.0,19.0,22.0,74.0,67.0,74.0,77.0,64.0,8.0,77,14.0,78.0,234236
1191,73.0,67.0,80.0,12.0,82.0,93.0,8.0,82.0,51.0,70.0,69.0,77.0,58.0,80.0,64.0,68.0,84.0,70.0,7.0,28,81.0,Aleix Vidal,48.0,59.0,66.0,73.0,73.0,89.0,77.0,78.0,71.0,75.0,8.0,77,12.0,69.0,202493
1192,61.0,72.0,60.0,11.0,79.0,77.0,13.0,62.0,64.0,95.0,60.0,78.0,44.0,76.0,62.0,62.0,68.0,65.0,6.0,24,80.0,A. Schöpf,65.0,72.0,74.0,50.0,59.0,78.0,77.0,75.0,73.0,76.0,13.0,77,10.0,69.0,220925
1193,72.0,32.0,79.0,10.0,60.0,69.0,7.0,62.0,56.0,58.0,78.0,55.0,75.0,71.0,58.0,93.0,52.0,52.0,8.0,27,48.0,W. Boly,23.0,21.0,43.0,78.0,76.0,57.0,45.0,70.0,76.0,50.0,15.0,77,9.0,43.0,202750
1194,68.0,59.0,83.0,10.0,79.0,87.0,10.0,86.0,54.0,81.0,73.0,84.0,61.0,72.0,64.0,61.0,80.0,58.0,14.0,25,76.0,Alberto Moreno,35.0,74.0,69.0,76.0,72.0,85.0,87.0,74.0,63.0,78.0,9.0,77,11.0,59.0,205566
1197,73.0,56.0,85.0,12.0,72.0,72.0,10.0,76.0,64.0,84.0,80.0,66.0,58.0,72.0,73.0,73.0,79.0,71.0,12.0,25,67.0,G. Escalante,59.0,58.0,61.0,77.0,78.0,71.0,70.0,74.0,74.0,62.0,7.0,77,11.0,63.0,219391
1198,75.0,37.0,75.0,8.0,67.0,71.0,13.0,69.0,40.0,70.0,78.0,62.0,73.0,73.0,70.0,72.0,51.0,55.0,12.0,21,65.0,M. Holgate,40.0,42.0,50.0,77.0,77.0,68.0,57.0,74.0,68.0,61.0,9.0,76,16.0,40.0,225024
1199,18.0,13.0,38.0,78.0,23.0,47.0,74.0,53.0,19.0,23.0,16.0,41.0,20.0,68.0,38.0,81.0,19.0,44.0,76.0,31,15.0,J. Hopf,20.0,17.0,14.0,18.0,21.0,42.0,30.0,29.0,62.0,20.0,73.0,76,78.0,24.0,190209
1201,25.0,78.0,57.0,12.0,79.0,77.0,11.0,75.0,63.0,70.0,28.0,78.0,74.0,81.0,53.0,46.0,70.0,69.0,6.0,25,78.0,Juanmi,73.0,72.0,82.0,25.0,23.0,77.0,78.0,75.0,69.0,64.0,9.0,76,9.0,60.0,197891
1203,76.0,26.0,79.0,14.0,65.0,50.0,12.0,76.0,42.0,65.0,78.0,48.0,77.0,71.0,58.0,78.0,27.0,44.0,12.0,29,39.0,F. Fernández,21.0,29.0,36.0,77.0,76.0,47.0,48.0,68.0,71.0,23.0,13.0,76,12.0,49.0,201988
1204,13.0,12.0,39.0,76.0,15.0,39.0,81.0,58.0,22.0,31.0,17.0,26.0,15.0,71.0,16.0,73.0,25.0,42.0,75.0,28,11.0,L. Kalinić,15.0,19.0,7.0,17.0,23.0,30.0,22.0,18.0,58.0,15.0,42.0,76,80.0,18.0,220932
1205,60.0,72.0,74.0,9.0,73.0,38.0,11.0,62.0,42.0,64.0,80.0,57.0,51.0,74.0,78.0,73.0,63.0,80.0,13.0,25,70.0,N. Radoja,32.0,71.0,79.0,78.0,77.0,52.0,46.0,77.0,68.0,44.0,12.0,76,7.0,37.0,225028
1206,33.0,80.0,49.0,15.0,78.0,61.0,13.0,84.0,74.0,74.0,30.0,76.0,80.0,78.0,60.0,68.0,76.0,45.0,10.0,28,65.0,N. Blandi,77.0,72.0,83.0,27.0,43.0,64.0,57.0,68.0,79.0,55.0,15.0,76,15.0,55.0,200197
1207,65.0,35.0,75.0,8.0,77.0,77.0,10.0,75.0,55.0,86.0,74.0,77.0,70.0,67.0,61.0,76.0,61.0,48.0,9.0,24,64.0,David Juncà,43.0,46.0,55.0,78.0,74.0,79.0,79.0,72.0,67.0,78.0,16.0,76,9.0,69.0,202501
1210,36.0,72.0,67.0,9.0,79.0,68.0,7.0,61.0,79.0,53.0,31.0,88.0,45.0,70.0,72.0,41.0,78.0,76.0,8.0,23,81.0,Iuri Medeiros,73.0,78.0,69.0,26.0,30.0,79.0,92.0,76.0,79.0,78.0,7.0,76,12.0,88.0,212230
1211,49.0,68.0,54.0,10.0,74.0,86.0,14.0,54.0,61.0,68.0,45.0,78.0,54.0,66.0,65.0,78.0,77.0,72.0,16.0,27,79.0,M. Phillips,57.0,72.0,71.0,34.0,32.0,86.0,71.0,67.0,67.0,80.0,16.0,76,10.0,78.0,188166
1212,20.0,15.0,28.0,73.0,13.0,43.0,74.0,65.0,25.0,44.0,11.0,57.0,13.0,73.0,28.0,65.0,24.0,44.0,76.0,34,14.0,Iván Cuéllar,17.0,12.0,12.0,15.0,18.0,59.0,46.0,23.0,56.0,35.0,78.0,76,78.0,25.0,146952
1213,20.0,12.0,17.0,74.0,19.0,34.0,74.0,51.0,12.0,25.0,13.0,32.0,17.0,72.0,39.0,67.0,22.0,53.0,77.0,29,15.0,J. Lössl,11.0,15.0,10.0,15.0,20.0,29.0,30.0,35.0,56.0,14.0,67.0,76,77.0,14.0,172553
1215,24.0,77.0,75.0,7.0,76.0,50.0,10.0,74.0,77.0,33.0,42.0,42.0,81.0,73.0,45.0,91.0,83.0,65.0,8.0,29,70.0,W. Bony,76.0,72.0,80.0,28.0,38.0,51.0,66.0,68.0,77.0,45.0,5.0,76,11.0,66.0,189963
1217,78.0,45.0,64.0,7.0,74.0,65.0,8.0,70.0,50.0,68.0,76.0,68.0,78.0,73.0,68.0,69.0,49.0,52.0,14.0,25,67.0,D. Reyes,37.0,47.0,44.0,79.0,79.0,63.0,55.0,77.0,67.0,49.0,12.0,76,8.0,45.0,192012
1218,69.0,57.0,68.0,11.0,83.0,78.0,8.0,73.0,53.0,77.0,75.0,86.0,53.0,77.0,64.0,55.0,62.0,70.0,9.0,25,84.0,Bernat,59.0,62.0,73.0,74.0,73.0,79.0,88.0,79.0,69.0,79.0,12.0,76,16.0,76.0,205069
1219,72.0,54.0,90.0,15.0,74.0,67.0,12.0,70.0,67.0,73.0,78.0,70.0,66.0,72.0,72.0,74.0,76.0,70.0,11.0,33,70.0,V. Behrami,69.0,70.0,66.0,76.0,74.0,67.0,69.0,74.0,76.0,68.0,7.0,76,11.0,70.0,161805
1222,77.0,38.0,73.0,9.0,75.0,42.0,8.0,30.0,39.0,75.0,79.0,38.0,51.0,71.0,73.0,89.0,77.0,56.0,15.0,24,60.0,A. Touré,42.0,77.0,46.0,74.0,77.0,56.0,38.0,72.0,61.0,48.0,9.0,76,7.0,49.0,210450
1223,17.0,71.0,29.0,13.0,80.0,79.0,13.0,71.0,68.0,61.0,23.0,85.0,42.0,67.0,69.0,60.0,73.0,70.0,7.0,25,81.0,Jesé,55.0,72.0,75.0,12.0,33.0,85.0,74.0,76.0,74.0,72.0,6.0,76,15.0,78.0,202515
1224,22.0,76.0,60.0,16.0,76.0,76.0,10.0,79.0,68.0,70.0,24.0,74.0,71.0,74.0,61.0,70.0,74.0,68.0,13.0,25,77.0,D. Ings,66.0,67.0,79.0,27.0,39.0,79.0,77.0,69.0,70.0,62.0,12.0,76,6.0,57.0,195859
1225,20.0,8.0,40.0,75.0,17.0,48.0,76.0,67.0,23.0,37.0,15.0,30.0,25.0,70.0,35.0,82.0,21.0,48.0,74.0,30,15.0,M. Esser,9.0,19.0,6.0,16.0,30.0,32.0,28.0,39.0,53.0,10.0,69.0,76,78.0,14.0,200212
1227,76.0,38.0,68.0,10.0,57.0,46.0,14.0,67.0,37.0,61.0,79.0,52.0,79.0,74.0,69.0,78.0,58.0,39.0,10.0,26,42.0,R. Knoche,28.0,35.0,37.0,75.0,79.0,50.0,49.0,66.0,71.0,30.0,16.0,76,9.0,33.0,203030
1229,74.0,42.0,71.0,15.0,69.0,71.0,7.0,76.0,39.0,69.0,77.0,66.0,73.0,73.0,66.0,79.0,51.0,51.0,10.0,23,67.0,J. Denayer,35.0,36.0,36.0,75.0,76.0,69.0,62.0,72.0,76.0,58.0,15.0,76,15.0,35.0,220182
1230,78.0,55.0,83.0,7.0,72.0,64.0,9.0,76.0,51.0,68.0,77.0,70.0,66.0,74.0,71.0,74.0,75.0,71.0,8.0,27,71.0,S. Rode,55.0,65.0,69.0,77.0,79.0,69.0,74.0,75.0,74.0,66.0,14.0,76,11.0,51.0,200215
1234,43.0,77.0,87.0,10.0,77.0,60.0,6.0,82.0,77.0,77.0,46.0,68.0,78.0,76.0,63.0,78.0,81.0,70.0,10.0,28,74.0,A. Barnes,72.0,67.0,79.0,39.0,41.0,64.0,71.0,70.0,78.0,66.0,11.0,76,10.0,60.0,186905
1238,72.0,52.0,74.0,9.0,75.0,91.0,7.0,59.0,42.0,80.0,74.0,83.0,60.0,68.0,68.0,67.0,72.0,66.0,11.0,24,78.0,Dalbert,52.0,60.0,72.0,74.0,68.0,91.0,67.0,72.0,69.0,76.0,7.0,76,9.0,68.0,229148
1239,60.0,58.0,40.0,13.0,81.0,74.0,15.0,54.0,75.0,68.0,36.0,78.0,24.0,74.0,70.0,32.0,64.0,80.0,11.0,22,79.0,A. Halilović,64.0,72.0,70.0,28.0,54.0,78.0,88.0,80.0,72.0,76.0,11.0,76,10.0,80.0,216349
1240,42.0,74.0,73.0,15.0,79.0,73.0,14.0,62.0,71.0,73.0,50.0,75.0,66.0,74.0,72.0,68.0,79.0,75.0,7.0,30,74.0,I. Popov,71.0,72.0,76.0,44.0,49.0,80.0,60.0,76.0,72.0,71.0,7.0,76,8.0,67.0,185373
1241,56.0,64.0,71.0,12.0,74.0,69.0,15.0,61.0,72.0,77.0,71.0,69.0,48.0,77.0,76.0,53.0,74.0,77.0,11.0,28,74.0,T. Cleverley,68.0,75.0,74.0,52.0,65.0,63.0,75.0,77.0,67.0,74.0,9.0,76,13.0,59.0,189725
1242,39.0,76.0,88.0,15.0,79.0,76.0,15.0,78.0,62.0,68.0,22.0,62.0,73.0,75.0,39.0,77.0,80.0,72.0,9.0,24,77.0,M. Livaja,67.0,62.0,74.0,16.0,25.0,72.0,61.0,74.0,72.0,46.0,12.0,76,12.0,59.0,205855
1243,64.0,73.0,72.0,7.0,77.0,74.0,16.0,75.0,68.0,92.0,70.0,70.0,67.0,70.0,76.0,75.0,75.0,71.0,13.0,27,73.0,M. Uribe,50.0,71.0,71.0,69.0,70.0,76.0,72.0,77.0,74.0,68.0,16.0,76,14.0,63.0,214047
1244,81.0,47.0,86.0,10.0,73.0,54.0,9.0,61.0,49.0,70.0,78.0,74.0,59.0,76.0,74.0,68.0,77.0,68.0,12.0,29,65.0,P. Bargfrede,60.0,66.0,62.0,74.0,77.0,61.0,76.0,74.0,75.0,60.0,7.0,76,16.0,57.0,193311
1245,68.0,66.0,68.0,14.0,78.0,79.0,7.0,62.0,50.0,73.0,70.0,76.0,68.0,76.0,75.0,64.0,79.0,75.0,16.0,22,76.0,J. Jankto,60.0,74.0,78.0,66.0,64.0,79.0,74.0,78.0,75.0,70.0,9.0,76,15.0,71.0,226592
1247,78.0,48.0,77.0,13.0,72.0,72.0,9.0,78.0,60.0,76.0,79.0,74.0,71.0,76.0,64.0,68.0,66.0,54.0,10.0,29,69.0,D. D'Ambrosio,54.0,58.0,65.0,77.0,75.0,72.0,70.0,69.0,72.0,71.0,15.0,76,15.0,63.0,198946
1248,19.0,18.0,38.0,74.0,22.0,48.0,77.0,75.0,15.0,33.0,12.0,58.0,18.0,79.0,41.0,79.0,38.0,42.0,69.0,30,16.0,D. Boyko,7.0,17.0,9.0,11.0,12.0,49.0,28.0,29.0,64.0,11.0,68.0,76,78.0,11.0,232226
1249,70.0,55.0,80.0,2.0,75.0,51.0,2.0,74.0,66.0,84.0,72.0,75.0,63.0,74.0,76.0,67.0,84.0,72.0,2.0,31,70.0,M. Díaz,66.0,77.0,64.0,68.0,75.0,63.0,94.0,84.0,73.0,74.0,2.0,76,2.0,83.0,176930
1250,42.0,77.0,80.0,9.0,76.0,55.0,13.0,89.0,79.0,73.0,38.0,50.0,84.0,76.0,60.0,84.0,80.0,70.0,14.0,28,65.0,S. Vokes,70.0,71.0,78.0,29.0,42.0,50.0,60.0,68.0,75.0,59.0,9.0,76,7.0,61.0,179746
1251,23.0,71.0,46.0,6.0,76.0,84.0,7.0,63.0,71.0,74.0,25.0,83.0,59.0,74.0,58.0,53.0,75.0,74.0,14.0,29,78.0,Héldon,65.0,67.0,72.0,21.0,31.0,86.0,77.0,67.0,74.0,76.0,11.0,76,14.0,73.0,196899
1254,72.0,66.0,77.0,9.0,75.0,87.0,12.0,72.0,55.0,77.0,74.0,76.0,63.0,70.0,69.0,76.0,66.0,66.0,13.0,26,78.0,K. Malcuit,56.0,56.0,66.0,75.0,71.0,80.0,70.0,76.0,67.0,78.0,12.0,76,11.0,58.0,198949
1255,65.0,66.0,66.0,8.0,74.0,68.0,11.0,65.0,68.0,79.0,59.0,73.0,55.0,67.0,81.0,65.0,80.0,76.0,14.0,22,75.0,R. Marin,73.0,78.0,75.0,57.0,70.0,66.0,70.0,77.0,71.0,76.0,6.0,76,8.0,78.0,235813
1256,45.0,78.0,70.0,14.0,78.0,75.0,12.0,71.0,73.0,77.0,42.0,83.0,66.0,76.0,51.0,53.0,66.0,71.0,12.0,24,82.0,Ayoze Pérez,77.0,64.0,80.0,28.0,35.0,77.0,78.0,71.0,73.0,48.0,11.0,76,8.0,79.0,215590
1258,66.0,66.0,81.0,15.0,78.0,79.0,6.0,79.0,69.0,86.0,56.0,84.0,42.0,73.0,71.0,74.0,76.0,76.0,14.0,25,77.0,V. Berisha,68.0,73.0,72.0,54.0,56.0,83.0,69.0,73.0,78.0,63.0,15.0,76,13.0,72.0,191783
1259,76.0,64.0,60.0,14.0,76.0,69.0,12.0,58.0,61.0,78.0,72.0,71.0,41.0,76.0,74.0,66.0,70.0,74.0,8.0,26,73.0,R. Freuler,68.0,70.0,76.0,68.0,72.0,69.0,61.0,78.0,76.0,70.0,9.0,76,13.0,60.0,202024
1260,31.0,72.0,56.0,7.0,83.0,34.0,9.0,29.0,76.0,56.0,29.0,68.0,56.0,67.0,80.0,67.0,77.0,80.0,12.0,28,82.0,Ganso,75.0,76.0,71.0,30.0,47.0,36.0,54.0,82.0,75.0,79.0,14.0,76,11.0,80.0,187688
1262,61.0,66.0,76.0,13.0,79.0,66.0,11.0,69.0,61.0,78.0,72.0,69.0,65.0,74.0,74.0,78.0,77.0,74.0,13.0,23,77.0,M. Pašalić,69.0,75.0,70.0,64.0,72.0,60.0,54.0,78.0,74.0,68.0,13.0,76,14.0,69.0,223273
1264,29.0,78.0,65.0,15.0,76.0,74.0,16.0,74.0,74.0,76.0,40.0,78.0,66.0,76.0,49.0,80.0,74.0,70.0,16.0,30,74.0,B. Fornaroli,71.0,63.0,80.0,37.0,36.0,78.0,81.0,68.0,80.0,56.0,15.0,76,8.0,74.0,189225
1265,42.0,71.0,82.0,12.0,80.0,65.0,8.0,57.0,73.0,73.0,56.0,72.0,44.0,73.0,72.0,70.0,81.0,79.0,15.0,30,76.0,R. Snodgrass,65.0,76.0,76.0,41.0,46.0,61.0,67.0,74.0,77.0,82.0,14.0,76,10.0,82.0,155946
1266,52.0,55.0,57.0,7.0,82.0,75.0,10.0,57.0,60.0,73.0,43.0,86.0,47.0,78.0,69.0,44.0,64.0,78.0,14.0,23,84.0,Francisco Geraldes,65.0,57.0,73.0,42.0,29.0,78.0,76.0,73.0,77.0,68.0,9.0,76,14.0,73.0,228650
1267,78.0,46.0,70.0,13.0,61.0,69.0,15.0,56.0,34.0,79.0,77.0,48.0,74.0,71.0,61.0,88.0,73.0,34.0,14.0,25,38.0,I. Ordets,59.0,57.0,38.0,73.0,76.0,61.0,38.0,66.0,68.0,41.0,10.0,76,11.0,39.0,224811
1268,75.0,46.0,72.0,14.0,75.0,74.0,15.0,74.0,57.0,74.0,77.0,66.0,65.0,73.0,69.0,72.0,74.0,64.0,10.0,27,75.0,D. Santon,57.0,68.0,63.0,76.0,76.0,67.0,57.0,76.0,74.0,76.0,15.0,76,8.0,74.0,189484
1274,71.0,60.0,85.0,16.0,76.0,45.0,7.0,57.0,88.0,78.0,74.0,62.0,62.0,73.0,79.0,70.0,74.0,78.0,6.0,31,74.0,M. Noble,68.0,68.0,64.0,76.0,73.0,42.0,72.0,77.0,77.0,71.0,14.0,76,11.0,71.0,152879
1275,53.0,69.0,67.0,14.0,77.0,86.0,7.0,41.0,45.0,75.0,29.0,90.0,50.0,70.0,64.0,57.0,79.0,70.0,14.0,22,80.0,M. Rashica,68.0,72.0,68.0,36.0,26.0,93.0,77.0,68.0,72.0,76.0,7.0,76,6.0,71.0,229167
1276,28.0,75.0,56.0,8.0,74.0,68.0,14.0,82.0,71.0,66.0,25.0,66.0,87.0,67.0,48.0,87.0,78.0,68.0,5.0,27,65.0,C. Benteke,67.0,69.0,73.0,18.0,29.0,59.0,46.0,64.0,70.0,58.0,12.0,76,5.0,60.0,184111
1277,67.0,60.0,70.0,5.0,77.0,74.0,5.0,67.0,77.0,88.0,74.0,77.0,56.0,72.0,74.0,68.0,75.0,72.0,7.0,31,77.0,Rômulo,57.0,69.0,74.0,72.0,74.0,74.0,76.0,76.0,80.0,77.0,14.0,76,12.0,77.0,193839
1278,30.0,72.0,74.0,14.0,73.0,84.0,15.0,77.0,73.0,87.0,40.0,81.0,51.0,76.0,70.0,81.0,86.0,74.0,11.0,30,78.0,D. Pabón,77.0,77.0,79.0,33.0,44.0,86.0,83.0,69.0,72.0,69.0,15.0,76,9.0,76.0,196143
1279,41.0,72.0,56.0,14.0,72.0,79.0,13.0,61.0,62.0,77.0,52.0,79.0,45.0,76.0,76.0,61.0,69.0,79.0,6.0,26,76.0,Embarba,53.0,68.0,75.0,49.0,49.0,76.0,78.0,78.0,61.0,71.0,6.0,76,11.0,62.0,219953
1280,77.0,49.0,75.0,13.0,70.0,66.0,7.0,71.0,54.0,73.0,78.0,60.0,70.0,69.0,66.0,77.0,54.0,49.0,7.0,31,60.0,C. Kerbrat,32.0,55.0,39.0,77.0,78.0,59.0,62.0,71.0,72.0,50.0,16.0,76,11.0,50.0,204338
1282,77.0,51.0,81.0,10.0,71.0,77.0,15.0,65.0,66.0,80.0,76.0,81.0,66.0,75.0,74.0,61.0,34.0,56.0,8.0,30,77.0,Alexo Baia,39.0,51.0,55.0,77.0,71.0,74.0,72.0,77.0,73.0,72.0,15.0,76,13.0,51.0,230197
